Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      5.52     0.00        1     0.00     0.00  void std::_Destroy<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      5.52     0.00        1     0.00     0.00  std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags)
  0.00      5.52     0.00        1     0.00     0.00  std::operator&(std::_Ios_Openmode, std::_Ios_Openmode)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.18% of 5.52 seconds

index % time    self  children    called     name
                0.00    5.32       8/8           decltype (__invoke((_S_declval<0ul>)(), (_S_declval<1ul>)(), (_S_declval<2ul>)(), (_S_declval<3ul>)())) std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [3]
[1]     96.4    0.00    5.32       8         std::__invoke_result<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>::type std::__invoke<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [1]
                0.00    5.32       6/6           void std::__invoke_impl<void, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::__invoke_other, void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [5]
                0.00    0.00       8/30          int&& std::forward<int>(std::remove_reference<int>::type&) [624]
                0.00    0.00       7/29          bool&& std::forward<bool>(std::remove_reference<bool>::type&) [626]
                0.00    0.00       7/98474       unsigned long long&& std::forward<unsigned long long>(std::remove_reference<unsigned long long>::type&) [486]
                0.00    0.00       7/67          void (*&&std::forward<void (*)(int, unsigned long long, bool)>(std::remove_reference<void (*)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool) [595]
-----------------------------------------------
                3.14    2.18       6/6           void std::__invoke_impl<void, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::__invoke_other, void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [5]
[2]     96.4    3.14    2.18       6         search_disk(int, unsigned long long, bool) [2]
                1.59    0.00 65917646/65917646     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [7]
                0.55    0.01   11106/11106       std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::pop_front() [8]
                0.01    0.00  107190/340284      std::array<std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >, 8ul>::operator[](unsigned long) [12]
                0.01    0.00   19520/19520       std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::empty() const [35]
                0.00    0.00   15658/111480      std::lock_guard<std::mutex>::lock_guard(std::mutex&) [18]
                0.00    0.00   28665/28665       std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::front() [48]
                0.00    0.00   24450/123849      std::lock_guard<std::mutex>::~lock_guard() [39]
                0.00    0.00  291733/291733      std::vector<unsigned char, std::allocator<unsigned char> >::size() const [475]
                0.00    0.00   21626/116828      std::array<std::mutex, 8ul>::operator[](unsigned long) [483]
                0.00    0.00      16/1879        Logger::operator<<(char const*) [528]
                0.00    0.00       8/9           Logger::Logger() [684]
                0.00    0.00       8/9           Logger::LaunchLogWindow() [683]
                0.00    0.00       8/8           std::__cxx11::to_string(int) [751]
                0.00    0.00       8/1149        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [540]
                0.00    0.00       8/1181        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [537]
                0.00    0.00       8/8           std::allocator<unsigned char>::allocator() [695]
                0.00    0.00       8/8           std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::initializer_list<unsigned char>, std::allocator<unsigned char> const&) [749]
                0.00    0.00       8/8           std::allocator<unsigned char>::~allocator() [696]
                0.00    0.00       8/8           std::chrono::duration<long, std::ratio<1l, 1l> > std::literals::chrono_literals::operator"" s<(char)50>() [753]
                0.00    0.00       8/8           void std::this_thread::sleep_for<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [720]
-----------------------------------------------
                0.00    5.32       6/6           std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::operator()() [4]
[3]     96.4    0.00    5.32       6         decltype (__invoke((_S_declval<0ul>)(), (_S_declval<1ul>)(), (_S_declval<2ul>)(), (_S_declval<3ul>)())) std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [3]
                0.00    5.32       8/8           std::__invoke_result<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>::type std::__invoke<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [1]
                0.00    0.00      27/27          std::remove_reference<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>::type&& std::move<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&) [627]
                0.00    0.00       7/7           std::tuple_element<2ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<2ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&) [784]
                0.00    0.00       7/7           std::tuple_element<1ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<1ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&) [782]
                0.00    0.00       7/7           std::tuple_element<0ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<0ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&) [781]
                0.00    0.00       6/6           std::tuple_element<3ul, std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::type&& std::get<3ul, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&) [792]
-----------------------------------------------
                0.00    5.32       6/6           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> > >::_M_run() [6]
[4]     96.4    0.00    5.32       6         std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::operator()() [4]
                0.00    5.32       6/6           decltype (__invoke((_S_declval<0ul>)(), (_S_declval<1ul>)(), (_S_declval<2ul>)(), (_S_declval<3ul>)())) std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [3]
-----------------------------------------------
                0.00    5.32       6/6           std::__invoke_result<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>::type std::__invoke<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [1]
[5]     96.4    0.00    5.32       6         void std::__invoke_impl<void, void (*)(int, unsigned long long, bool), int, unsigned long long, bool>(std::__invoke_other, void (*&&)(int, unsigned long long, bool), int&&, unsigned long long&&, bool&&) [5]
                3.14    2.18       6/6           search_disk(int, unsigned long long, bool) [2]
                0.00    0.00       7/98474       unsigned long long&& std::forward<unsigned long long>(std::remove_reference<unsigned long long>::type&) [486]
                0.00    0.00       6/67          void (*&&std::forward<void (*)(int, unsigned long long, bool)>(std::remove_reference<void (*)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool) [595]
                0.00    0.00       6/29          bool&& std::forward<bool>(std::remove_reference<bool>::type&) [626]
                0.00    0.00       6/30          int&& std::forward<int>(std::remove_reference<int>::type&) [624]
-----------------------------------------------
                                                 <spontaneous>
[6]     96.4    0.00    5.32                 std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> > >::_M_run() [6]
                0.00    5.32       6/6           std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >::operator()() [4]
-----------------------------------------------
                1.59    0.00 65917646/65917646     search_disk(int, unsigned long long, bool) [2]
[7]     28.8    1.59    0.00 65917646         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.55    0.01   11106/11106       search_disk(int, unsigned long long, bool) [2]
[8]     10.1    0.55    0.01   11106         std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::pop_front() [8]
                0.01    0.00     352/352         std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::_M_pop_front_aux() [37]
                0.00    0.00   15500/15852       void std::allocator_traits<std::allocator<std::pair<unsigned char*, unsigned long long> > >::destroy<std::pair<unsigned char*, unsigned long long> >(std::allocator<std::pair<unsigned char*, unsigned long long> >&, std::pair<unsigned char*, unsigned long long>*) [492]
-----------------------------------------------
                                                 <spontaneous>
[9]      3.5    0.01    0.18                 main [9]
                0.00    0.05  100787/100787      std::deque<std::pair<unsigned char*, unsigned long long>, std::allocator<std::pair<unsigned char*, unsigned long long> > >::push_back(std::pair<unsigned char*, unsigned long long>&&) [10]
